O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
O,Chandler Brewer,CB-2925,Los Angeles Rams,MCL sprain,knee,lower body,Medium Severity,Week 10,2022,4,4,,,IR
D,Christian Barmore,CB-6731,New England Patriots,knee inflammation,knee,lower body,High Severity,Week 5,2022,7,7,,,IR
D,Carlos Basham,CB-7692,Buffalo Bills,calf strain,calf,lower body,Low Severity,Week 15,2022,1,1,,,
D,Calais Campbell,CC-0200,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 15,2022,2,3,,,
O,Cethan Carter,CC-0775,Miami Dolphins,concussion,head,upper body,Medium Severity,Week 1,2022,4,4,,,
O,Chase Claypool,CC-2187,Chicago Bears,shoulder strain,shoulder,upper body,Low Severity,Preseason,2022,,,,,
O,Chase Claypool,CC-2187,Chicago Bears,knee sprain,knee,lower body,Low Severity,Week 14,2022,2,3,,,
D,Carter Coughlin,CC-4518,New York Giants,thigh strain,quad,lower body,Low Severity,Week 12,2022,,1,,,
D,Christian Covington,CC-4550,Los Angeles Chargers,pectoral tendon rupture,chest,upper body,High Severity,Week 10,2022,7,7,Pectoral tendon repair surgery,6-12 months,IR
D,Cobie Durant,CD-0110,Los Angeles Rams,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2022,4,4,,,
D,Cameron Dantzler,CD-0350,Minnesota Vikings,ankle sprain,ankle,lower body,Medium Severity,Week 9,2022,6,6,,,IR
D,Cameron Dantzler,CD-0350,Minnesota Vikings,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
D,Carlton Davis,CD-0687,Tampa Bay Buccaneers,hip strain,hip,lower body,Low Severity,Week 6,2022,2,3,,,
D,Carlton Davis,CD-0687,Tampa Bay Buccaneers,shoulder strain,shoulder,upper body,Low Severity,Week 16,2022,2,3,,,
D,Cody Davis,CD-0950,New England Patriots,calf strain,calf,lower body,Low Severity,Week 2,2022,,1,,,
D,Cody Davis,CD-0950,New England Patriots,knee sprain,knee,lower body,High Severity,Week 6,2022,11,11,knee repair surgery,4-6 months,IR
O,Corey Davis,CD-0975,New York Jets,knee sprain,knee,lower body,Low Severity,Week 2,2022,,1,,,
O,Corey Davis,CD-0975,New York Jets,MCL sprain,knee,lower body,Medium Severity,Week 7,2022,3,3,,,
O,Corey Davis,CD-0975,New York Jets,concussion,head,upper body,Low Severity,Week 14,2022,,1,,,
O,Christian Darrisaw,CD-6486,Minnesota Vikings,concussion,head,upper body,Medium Severity,Week 11,2022,3,3,,,
O,Chase Edmonds,CE-0175,Denver Broncos,high-ankle sprain,ankle,lower body,Medium Severity,Week 11,2022,4,4,,,IR
O,Chuma Edoga,CE-0225,Atlanta Falcons,knee sprain,knee,lower body,High Severity,Preseason,2022,15,15,,,IR
O,Clyde Edwards-Helaire,CE-0275,Kansas City Chiefs,high-ankle sprain,ankle,lower body,High Severity,Week 11,2022,7,7,,,IR
O,Cameron Erving,CE-0650,Carolina Panthers,groin strain,groin,lower body,Low Severity,Week 5,2022,,1,,,
O,Chris Evans,CE-9986,Cincinnati Bengals,PCL sprain,knee,lower body,Low Severity,Week 9,2022,1,1,,,
D,Cordale Flott,CF-0110,New York Giants,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
D,Cordale Flott,CF-0110,New York Giants,calf strain,calf,lower body,Medium Severity,Week 3,2022,5,6,,,
D,Clayton Fejedelem,CF-0337,Miami Dolphins,undisclosed injury,leg,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Clayton Fejedelem,CF-0337,Miami Dolphins,groin strain,groin,lower body,Low Severity,Week 7,2022,,1,,,
O,Cameron Fleming,CF-0675,Denver Broncos,quad strain,quad,lower body,Low Severity,Week 7,2022,2,4,,,
O,Cody Ford,CF-0875,Arizona Cardinals,ankle sprain,ankle,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Cam Gill,CG-0112,Tampa Bay Buccaneers,LisFranc injury,foot,lower body,High Severity,Preseason,2022,17,17,LisFranc Ligament Repair,4-6 months,IR
D,Chauncey Gardner-Johnson,CG-0275,Philadelphia Eagles,lacerated kidney,kidney,upper body,Medium Severity,Week 12,2022,4,4,,,IR
O,Chris Godwin,CG-1425,Tampa Bay Buccaneers,knee surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,,1,,,
O,Chris Godwin,CG-1425,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 1,2022,2,2,,,
D,Cullen Gillaspia,CG-9114,,knee sprain,knee,lower body,Medium Severity,Week 9,2022,4,4,,,IR
O,Curtis Hodges,CH-0112,Washington Commanders,thigh strain,hip,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Christian Holmes,CH-0113,Washington Commanders,hamstring strain,hamstring,lower body,Low Severity,Week 10,2022,,1,,,
D,Christian Holmes,CH-0113,Washington Commanders,ankle sprain,ankle,lower body,Low Severity,Week 16,2022,1,1,,,
D,Chase Hansen,CH-1075,New Orleans Saints,knee sprain,knee,lower body,Medium Severity,Week 8,2022,4,4,,,IR
D,Charles Harris,CH-1450,Detroit Lions,groin strain,groin,lower body,Medium Severity,Week 4,2022,5,7,,,
D,Christian Harris,CH-1722,Houston Texans,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Christian Harris,CH-1722,Houston Texans,thigh strain,quad,lower body,Low Severity,Week 8,2022,,1,,,
D,Casey Hayward,CH-2250,Atlanta Falcons,shoulder strain,shoulder,upper body,Medium Severity,Week 6,2022,4,4,,,IR
D,C.J. Henderson,CH-2368,Carolina Panthers,rolled ankle,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,C.J. Henderson,CH-2368,Carolina Panthers,knee sprain,knee,lower body,Low Severity,Week 5,2022,,1,,,
D,C.J. Henderson,CH-2368,Carolina Panthers,concussion,head,upper body,Low Severity,Week 6,2022,,1,,,
D,Cole Holcomb,CH-3475,Washington Commanders,foot sprain,foot,lower body,High Severity,Week 7,2022,10,10,foot repair surgery,4-6 weeks,IR
O,Cody Hollister,CH-3775,Tennessee Titans,neck strain,neck,upper body,Medium Severity,Week 12,2022,5,5,,,IR
O,Chris Hubbard,CH-4550,Cleveland Browns,elbow strain,elbow,upper body,Low Severity,Preseason,2022,2,2,,,
O,Chuba Hubbard,CH-9919,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 7,2022,2,3,,,
O,Caleb Huntley,CH-9929,Atlanta Falcons,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,,1,,,
O,Caleb Huntley,CH-9929,Atlanta Falcons,achilles tendon rupture,achilles,lower body,High Severity,Week 15,2022,3,3,Achilles tendon repair surgery,6-9 months,IR
D,Chris Jackson,CJ-0350,Tennesee Titans,knee injury,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Chris Jackson,CJ-0350,Tennesee Titans,undisclosed lower body injury,leg,lower body,Medium Severity,Week 2,2022,4,4,,,IR
O,Collin Johnson,CJ-1737,New York Giants,achilles tendon rupture,achilles,lower body,High Severity,Preseason,2022,17,17,Achilles tendon repair surgery,6-9 months,IR
D,Chris Jones,CJ-2168,Kansas City Chiefs,back soreness,back,upper body,Low Severity,Preseason,2022,,,,,
D,Cameron Jordan,CJ-2400,New Orleans Saints,orbital injury,eye,upper body,Low Severity,Week 10,2022,,1,,,
D,Chandler Jones,CJ-4037,,elbow strain,elbow,upper body,Medium Severity,Week 16,2022,2,2,,,IR
O,Cooper Kupp,CK-1300,Los Angeles Rams,foot sprain,foot,lower body,Low Severity,Week 5,2022,,1,,,
O,Cooper Kupp,CK-1300,Los Angeles Rams,right high-ankle sprain,ankle,lower body,High Severity,Week 10,2022,4,4,ankle repair surgery,6-8 weeks,IR
O,Charlie Kolar,CK-6663,Baltimore Ravens,sports hernia surgery recovery,abdomen,upper body,High Severity,Preseason,2022,9,9,sports hernia surgery,,IR
D,Chase Lucas,CL-0110,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Week 7,2022,4,4,,,
D,Chase Lucas,CL-0110,Detroit Lions,hamstring strain,hamstring,lower body,Medium Severity,Week 13,2022,4,4,,,IR
O,CeeDee Lamb,CL-0206,Dallas Cowboys,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,CeeDee Lamb,CL-0206,Dallas Cowboys,groin strain,groin,lower body,Low Severity,Week 4,2022,,1,,,
O,CeeDee Lamb,CL-0206,Dallas Cowboys,hip strain,hip,lower body,Low Severity,Week 5,2022,,1,,,
D,Chris Lammons,CL-0212,Kansas City Chiefs,concussion,head,upper body,Low Severity,Week 10,2022,1,2,,,
O,Charles Leno,CL-0862,Washington Commanders,shoulder strain,shoulder,upper body,Low Severity,Week 3,2022,,1,,,
D,Cam Lewis,CL-0893,Buffalo Bills,nose injury,face,upper body,Low Severity,Preseason,2022,,,,,
O,Corey Linsley,CL-0975,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 2,2022,1,2,,,
O,Corey Linsley,CL-0975,Los Angeles Chargers,concussion,head,upper body,Low Severity,Week 12,2022,1,1,,,
D,Cory Littleton,CL-0987,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,2,2,,,
O,Cornelius Lucas,CL-1750,Washington Commanders,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
D,Christian Matthew,CM-0110,Arizona Cardinals,hamstring strain,hamstring,lower body,Low Severity,Week 7,2022,1,1,,,
O,Christian McCaffrey,CM-1225,San Francisco 49ers,thigh strain,quad,lower body,Low Severity,Week 3,2022,,1,,,
O,Colt McCoy,CM-1500,Arizona Cardinals,calf strain,calf,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Colt McCoy,CM-1500,Arizona Cardinals,concussion,head,upper body,Medium Severity,Week 15,2022,3,3,,,
O,Conor McDermott,CM-1525,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Conor McDermott,CM-1525,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,1,1,,,
O,Connor McGovern,CM-1850,New York Jets,high-ankle sprain,ankle,lower body,Low Severity,Week 1,2022,2,3,,,
O,Colton McKivitz,CM-2131,San Francisco 49ers,ankle sprain,ankle,lower body,Low Severity,Week 2,2022,,1,,,
O,Colton McKivitz,CM-2131,San Francisco 49ers,MCL sprain,knee,lower body,Low Severity,Week 4,2022,4,4,,,IR
O,Chris Moore,CM-2675,Houston Texans,hip strain,hip,lower body,Low Severity,Week 4,2022,1,2,,,
O,Chris Moore,CM-2675,Houston Texans,foot sprain,foot,lower body,Low Severity,Week 15,2022,,1,,,
D,Calvin Munson,CM-3450,New England Patriots,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Chad Muma,CM-9533,Jacksonville Jaguars,ankle sprain,ankle,lower body,Low Severity,Week 13,2022,1,3,,,
D,Carl Nassib,CN-0250,Tampa Bay Buccaneers,pectoral strain,chest,upper body,Medium Severity,Week 14,2022,4,5,,,
D,Chris Odom,CO-0250,Cleveland Browns,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Cedric Ogbuehi,CO-0350,New York Jets,groin strain,groin,lower body,Medium Severity,Week 12,2022,4,4,,,IR
D,Charles Omenihu,CO-0850,San Francisco 49ers,knee strain,knee,lower body,Low Severity,Week 12,2022,,1,,,
O,Chris Olave,CO-2375,New Orleans Saints,concussion,head,upper body,Low Severity,Week 5,2022,1,1,,,
O,Chris Olave,CO-2375,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Week 15,2022,1,2,,,
O,Cade Otton,CO-3056,Tampa Bay Buccaneers,ankle surgery rehabilitation,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Cordarrelle Patterson,CP-0750,Atlanta Falcons,knee sprain,knee,lower body,Medium Severity,Week 3,2022,4,6,minor knee procedure,6-8 weeks,IR
O,Chris Reed,CR-0637,Minnesota Vikings,elbow strain,elbow,upper body,Low Severity,Preseason,2022,,,,,
O,Craig Reynolds,CR-0775,Detroit Lions,rib strain,rib,upper body,Medium Severity,Week 9,2022,4,4,,,IR
D,Cam Robinson,CR-1162,Jacksonville Jaguars,meniscus tear,knee,lower body,High Severity,Week 15,2022,3,3,meniscus repair surgery,3-4 months,IR
O,Chase Roullier,CR-1650,Washington Commanders,knee sprain,knee,lower body,Medium Severity,Week 2,2022,4,4,,,IR
O,Cesar Ruiz,CR-1725,New Orleans Saints,LisFranc injury,foot,lower body,Medium Severity,Week 15,2022,3,3,,,IR
D,Chris Rumph,CR-9535,Los Angeles Chargers,knee strain,knee,lower body,Low Severity,Week 7,2022,2,2,,,
O,CJ Saunders,CS-0112,Carolina Panthers,quad strain,quad,lower body,Medium Severity,Preseason,2022,,,,,
O,Coleman Shelton,CS-1450,Los Angeles Rams,high-ankle sprain,ankle,lower body,Low Severity,Week 4,2022,4,4,,,IR
O,Cam Sims,CS-1925,Washington Commanders,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
O,Cam Sims,CS-1925,Washington Commanders,back strain,back,upper body,Low Severity,Week 14,2022,,1,,,
D,Cameron Sutton,CS-4425,Pittsburgh Steelers,groin strain,groin,lower body,Low Severity,Week 4,2022,1,2,,,
O,Courtland Sutton,CS-4462,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 13,2022,2,3,,,
D,Caden Sterns,CS-8370,Denver Broncos,hip strain,hip,lower body,Medium Severity,Week 5,2022,6,6,,,IR
O,Calvin Throckmorton,CT-1475,New Orleans Saints,hip strain,hip,lower body,Low Severity,Week 4,2022,2,3,,,
D,Casey Toohill,CT-1637,Washington Commanders,concussion,head,upper body,Low Severity,Week 2,2022,1,1,,,
D,Cam Taylor-Britt,CT-3034,Cincinnati Bengals,core-muscle strain,abdomen,upper body,Medium Severity,Preseason,2022,4,4,core muscle repair surgery,4-6 weeks,IR
D,Cam Taylor-Britt,CT-3034,Cincinnati Bengals,shoulder strain,shoulder,upper body,Low Severity,Week 15,2022,,1,,,
O,Cole Turner,CT-9947,Washington Commanders,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,1,1,,,
O,Cole Turner,CT-9947,Washington Commanders,concussion,head,upper body,Low Severity,Week 7,2022,1,1,,,
O,C.J. Uzomah,CU-0150,New York Jets,hamstring strain,hamstring,lower body,Low Severity,Week 1,2022,1,2,,,
O,C.J. Uzomah,CU-0150,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
O,Cole Van Lanen,CV-0112,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,1,2,,,
D,Charvarius Ward,CW-0637,San Francisco 49ers,undisclosed muscle strain,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Charvarius Ward,CW-0637,San Francisco 49ers,groin strain,groin,lower body,Low Severity,Week 6,2022,,1,,,
D,Charvarius Ward,CW-0637,San Francisco 49ers,concussion,head,upper body,Low Severity,Week 15,2022,,1,,,
D,Charles Washington,CW-0750,Arizona Cardinals,chest injury,chest,upper body,High Severity,Preseason,2022,11,13,,,IR
O,Carson Wentz,CW-1425,Washington Commanders,right finger fracture,finger,upper body,Medium Severity,Week 6,2022,4,4,,,IR
O,Cody Whitehair,CW-1875,Chicago Bears,knee sprain,knee,lower body,Medium Severity,Week 4,2022,4,4,,,IR
O,Cody Whitehair,CW-1875,Chicago Bears,knee sprain,knee,lower body,Low Severity,Week 15,2022,1,1,,,
D,Christian Wilkins,CW-2150,Miami Dolphins,back strain,back,upper body,Low Severity,Week 1,2022,,1,,,
D,Christian Wilkins,CW-2150,Miami Dolphins,hand injury,hand,upper body,Low Severity,Week 6,2022,,1,,,
O,Cedrick Wilson,CW-3200,Miami Dolphins,toe sprain,toe,lower body,Low Severity,Week 1,2022,,2,,,
O,Cedrick Wilson,CW-3200,Miami Dolphins,rib soreness,rib,upper body,Low Severity,Week 2,2022,,1,,,
O,Cedrick Wilson,CW-3200,Miami Dolphins,hip strain,hip,lower body,Low Severity,Week 17,2022,1,2,,,
D,Chase Winovich,CW-3375,Cleveland Browns,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2022,4,4,,,IR
O,Christian Watson,CW-4091,Green Bay Packers,knee injury,knee,lower body,Low Severity,Preseason,2022,,,minor knee cleanup procedure,,
O,Christian Watson,CW-4091,Green Bay Packers,hamstring strain,knee,lower body,Low Severity,Week 2,2022,1,1,,,
O,Christian Watson,CW-4091,Green Bay Packers,hamstring strain,knee,lower body,Low Severity,Week 5,2022,2,3,,,
O,Christian Watson,CW-4091,Green Bay Packers,concussion,head,upper body,Low Severity,Week 8,2022,,1,,,
O,Christian Watson,CW-4091,Green Bay Packers,hip strain,hip,lower body,Low Severity,Week 16,2022,,1,,,
D,Chase Young,CY-0150,Washington Commanders,ACL surgery rehabilitation,knee,lower body,High Severity,Preseason,2022,14,14,,,IR
D,Dee Alford,DA-0113,Atlanta Falcons,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,1,2,,,
O,Davante Adams,DA-0212,Las Vegas Raiders,abdomen strain,abdomen,upper body,Low Severity,Week 10,2022,,1,,,
D,Dakota Allen,DA-0750,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 12,2022,2,2,,,
D,Dakota Allen,DA-0750,Denver Broncos,hamstring strain,hamstring,lower body,Medium Severity,Week 15,2022,3,3,,,IR
O,Darius Anderson,DA-1050,Houston Texans,dislocated knee,knee,lower body,High Severity,Preseason,2022,17,17,knee dislocation repair surgery,6-8 months,IR
O,David Andrews,DA-1425,New England Patriots,shoulder surgery rehabilitation,shoulder,upper body,Low Severity,Preseason,2022,,,,,
O,David Andrews,DA-1425,New England Patriots,concussion,head,upper body,Low Severity,Week 7,2022,2,2,,,
O,David Andrews,DA-1425,New England Patriots,thigh strain,quad,lower body,Medium Severity,Week 11,2022,1,1,,,
D,Dorance Armstrong,DA-1625,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,,1,,,
D,Dorance Armstrong,DA-1625,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 15,2022,,1,,,
O,Devin Asiasi,DA-1812,Cincinnati Bengals,quad strain,quad,lower body,Low Severity,Preseason,2022,2,2,,,
O,Devin Asiasi,DA-1812,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 4,2022,1,1,,,
D,Denico Autry,DA-2050,Tennessee Titans,knee sprain,knee,lower body,Medium Severity,Week 11,2022,4,4,,,
D,Denico Autry,DA-2050,Tennessee Titans,biceps strain,biceps,upper body,Low Severity,Week 16,2022,1,1,,,
D,Dane Belton,DB-0110,New York Giants,collarbone strain,clavicle,upper body,Low Severity,Preseason,2022,1,1,,,
D,Dane Belton,DB-0110,New York Giants,clavicle strain,clavicle,upper body,Low Severity,Week 10,2022,,3,,,
D,Darien Butler,DB-0111,Las Vegas Raiders,quad strain,quad,lower body,Low Severity,Week 15,2022,,1,,,
D,Darien Butler,DB-0111,Las Vegas Raiders,concussion,head,upper body,Low Severity,Week 17,2022,1,1,,,
D,D'Anthony Bell,DB-0114,Cleveland Browns,concussion,head,upper body,Low Severity,Week 10,2022,1,1,,,
O,David Bakhtiari,DB-0350,Green Bay Packers,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,9,,,
O,David Bakhtiari,DB-0350,Green Bay Packers,abdomen strain,abdomen,upper body,Low Severity,Week 14,2022,1,2,,,
D,Derek Barnett,DB-0875,Philadelphia Eagles,ACL tear,knee,lower body,High Severity,Week 1,2022,16,16,ACL reconstruction surgery,4-6 months,IR
D,Darrian Beavers,DB-3778,New York Giants,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
D,Derrick Barnes,DB-3795,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 13,2022,2,3,,,
D,Derrick Brown,DB-4725,Carolina Panthers,oblique strain,abdomen,upper body,Low Severity,Preseason,2022,,,,,
D,Derrick Brown,DB-4725,Carolina Panthers,minor oblique strain,abdomen,upper body,Low Severity,Preseason,2022,,,,,
O,Duane Brown,DB-4900,New York Jets,shoulder sprain,shoulder,upper body,Medium Severity,Preseason,2022,4,8,,,IR
O,Duane Brown,DB-4900,New York Jets,shoulder strain,shoulder,upper body,Medium Severity,Week 17,2022,1,1,,,IR
O,Daniel Brunskill,DB-4950,San Francisco 49ers,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,3,3,,,
D,DeForest Buckner,DB-5475,Indianapolis Colts,back strain,back,upper body,Low Severity,Preseason,2022,,,,,
D,DeForest Buckner,DB-5475,Indianapolis Colts,hip strain,hip,lower body,Low Severity,Week 1,2022,,1,,,
D,DeForest Buckner,DB-5475,Indianapolis Colts,elbow strain,elbow,upper body,Low Severity,Week 3,2022,,1,,,
D,DeForest Buckner,DB-5475,Indianapolis Colts,rib strain,rib,upper body,Low Severity,Week 11,2022,,1,,,
D,Deon Bush,DB-5950,Kansas City Chiefs,elbow strain,elbow,upper body,Low Severity,Week 12,2022,1,1,,,
O,David Bell,DB-7254,Cleveland Browns,foot injury,foot,lower body,Low Severity,Preseason,2022,,,,,
O,David Bell,DB-7254,Cleveland Browns,toe sprain,toe,lower body,Low Severity,Week 15,2022,1,1,,,
O,David Bell,DB-7254,Cleveland Browns,thumb sprain,thumb,upper body,Low Severity,Week 15,2022,,,,,
O,Daniel Bellinger,DB-8695,New York Giants,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
O,Daniel Bellinger,DB-8695,New York Giants,eye socket fracture,eye,upper body,Medium Severity,Week 7,2022,4,4,eye socket repair surgery,4-6 weeks,
O,Daniel Bellinger,DB-8695,New York Giants,rib strain,rib,upper body,Low Severity,Week 14,2022,,1,,,
O,Dyami Brown,DB-9961,Washington Commanders,groin strain,groin,lower body,Low Severity,Week 5,2022,2,3,,,
D,De'Vondre Campbell,DC-0325,Green Bay Packers,knee sprain,knee,lower body,Medium Severity,Week 8,2022,4,5,,,
O,D.J. Chark,DC-1418,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Week 3,2022,6,6,,,IR
D,Damone Clark,DC-1506,Dallas Cowboys,spinal fusion surgery rehabilitation,back,upper body,Medium Severity,Preseason,2022,4,4,,,IR
D,Dylan Cole,DC-2812,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 15,2022,2,3,,,
O,Dalvin Cook,DC-3550,Minnesota Vikings,shoulder strain,shoulder,upper body,Low Severity,Week 3,2022,,,,,
O,Damarea Crockett,DC-4150,Denver Broncos,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
